@relation action3

@attribute need1 numeric
@attribute need2 numeric
@attribute need3 numeric
@attribute happiness numeric
@attribute day numeric
@attribute hour numeric
@attribute reward numeric

@data
15,14,13,0,0,23,60
15,14,13,10,1,3,60
15,14,13,20,1,7,60
16,15,14,20,1,10,60
16,15,14,30,1,14,60
16,15,14,40,1,18,60
16,15,14,50,1,22,60
10,13,6,0,0,1,40
12,11,8,0,0,3,40
13,12,9,0,0,6,40
11,14,11,0,0,8,40
12,15,12,0,0,11,40
13,16,13,0,0,14,40
14,17,14,0,0,17,40
15,18,15,0,0,20,40
16,19,16,0,0,23,40
17,20,17,0,1,2,40
18,21,18,0,1,5,40
19,22,19,0,1,8,40
20,23,20,0,1,11,40
20,23,20,10,1,15,40
20,23,20,20,1,19,40
21,24,21,20,1,22,40
10,12,10,0,0,3,40
11,13,11,0,0,6,40
12,14,12,0,0,9,40
13,15,13,0,0,12,40
14,16,14,0,0,15,40
15,17,15,0,0,18,40
16,18,16,0,0,21,40
17,19,17,0,1,0,40
18,20,18,0,1,3,40
19,21,19,0,1,6,40
20,22,20,0,1,9,40
20,22,20,10,1,13,40
21,23,21,10,1,16,40
21,23,21,20,1,20,40
8,10,7,0,0,2,50
9,11,8,0,0,5,50
10,12,9,0,0,8,50
11,13,10,0,0,11,50
12,14,11,0,0,14,50
13,15,12,0,0,17,50
14,16,13,0,0,20,50
15,17,14,0,0,23,50
16,18,15,0,1,2,50
16,18,15,10,1,6,50
17,19,16,10,1,9,50
17,19,16,20,1,13,50
17,19,16,30,1,17,50
17,19,16,40,1,21,50
9,5,5,0,0,1,60
7,7,7,0,0,3,60
8,8,8,0,0,6,60
11,11,7,0,0,11,60
12,12,8,0,0,14,60
13,13,9,0,0,17,60
14,14,10,0,0,20,60
15,15,11,0,0,23,60
12,12,12,20,1,2,60
13,13,13,20,1,5,60
13,13,13,30,1,9,60
12,16,12,40,1,14,60
13,17,13,40,1,17,60
13,17,13,50,1,21,60
11,10,10,0,0,4,40
12,11,11,0,0,7,40
13,12,12,0,0,10,40
13,16,12,0,0,14,40
14,17,13,0,0,17,40
15,18,14,0,0,20,40
16,19,15,0,0,23,40
18,17,17,0,1,1,40
19,18,18,0,1,4,40
19,22,18,0,1,8,40
19,22,18,10,1,12,40
19,22,18,20,1,16,40
20,23,19,20,1,19,40
20,23,19,30,1,23,40
12,10,4,0,0,1,50
11,9,7,0,0,2,50
12,10,8,0,0,5,50
10,12,10,0,0,7,50
11,13,11,0,0,10,50
12,14,12,0,0,13,50
13,15,13,0,0,16,50
14,16,14,0,0,19,50
15,17,15,0,0,22,50
16,18,16,0,1,1,50
17,19,17,0,1,4,50
17,19,17,10,1,8,50
18,20,18,10,1,11,50
18,20,18,20,1,15,50
18,20,18,30,1,19,50
19,21,19,30,1,22,50
13,13,10,0,0,4,30
14,14,11,0,0,7,30
15,15,12,0,0,10,30
16,16,13,0,0,13,30
17,17,14,0,0,16,30
18,18,15,0,0,19,30
19,19,16,0,0,22,30
17,21,18,0,1,0,30
18,22,19,0,1,3,30
19,23,20,0,1,6,30
20,24,21,0,1,9,30
21,25,22,0,1,12,30
21,25,22,10,1,16,30
21,25,22,20,1,20,30
22,26,23,20,1,23,30
13,10,5,0,0,1,40
12,9,8,0,0,2,40
10,11,10,0,0,4,40
11,12,11,0,0,7,40
12,13,12,0,0,10,40
13,14,13,0,0,13,40
14,15,14,0,0,16,40
15,16,15,0,0,19,40
16,17,16,0,0,22,40
17,18,17,0,1,1,40
18,19,18,0,1,4,40
18,19,18,10,1,8,40
19,20,19,10,1,11,40
19,20,19,20,1,15,40
19,20,19,30,1,19,40
20,21,20,30,1,22,40
13,10,5,0,0,1,40
12,9,8,0,0,2,40
10,11,10,0,0,4,40
11,12,11,0,0,7,40
12,13,12,0,0,10,40
13,14,13,0,0,13,40
14,15,14,0,0,16,40
15,16,15,0,0,19,40
16,17,16,0,0,22,40
17,18,17,0,1,1,40
18,19,18,0,1,4,40
18,19,18,10,1,8,40
19,20,19,10,1,11,40
19,20,19,20,1,15,40
19,20,19,30,1,19,40
20,21,20,30,1,22,40
9,10,9,0,0,3,50
10,11,10,0,0,6,50
11,12,11,0,0,9,50
12,13,12,0,0,12,50
13,14,13,0,0,15,50
14,15,14,0,0,18,50
15,16,15,0,0,21,50
16,17,16,0,1,0,50
17,18,17,0,1,3,50
17,18,17,10,1,7,50
17,18,17,20,1,11,50
18,19,18,20,1,14,50
18,19,18,30,1,18,50
18,19,18,40,1,22,50
9,9,8,0,0,3,50
10,10,9,0,0,6,50
11,11,10,0,0,9,50
12,12,11,0,0,12,50
13,13,12,0,0,15,50
14,14,13,0,0,18,50
15,15,14,0,0,21,50
16,16,15,0,1,0,50
17,17,16,0,1,3,50
17,17,16,10,1,7,50
18,18,17,10,1,10,50
18,18,17,20,1,14,50
18,18,17,30,1,18,50
18,18,17,40,1,22,50
9,7,6,0,0,2,60
10,8,7,0,0,5,60
11,9,8,0,0,8,60
12,10,9,0,0,11,60
13,11,10,0,0,14,60
14,12,11,0,0,17,60
15,13,12,0,0,20,60
16,14,13,0,0,23,60
12,14,13,20,1,3,60
13,15,14,20,1,6,60
13,15,14,30,1,10,60
13,15,14,40,1,14,60
14,16,15,40,1,17,60
14,16,15,50,1,21,60
10,7,6,0,0,1,50
8,9,8,0,0,3,50
9,10,9,0,0,6,50
10,11,10,0,0,9,50
11,12,11,0,0,12,50
12,13,12,0,0,15,50
13,14,13,0,0,18,50
14,15,14,0,0,21,50
15,16,15,0,1,0,50
15,16,15,10,1,4,50
15,16,15,20,1,8,50
16,17,16,20,1,11,50
16,17,16,30,1,15,50
16,17,16,40,1,19,50
17,18,17,40,1,22,50
10,11,10,0,0,3,40
11,12,11,0,0,6,40
12,13,12,0,0,9,40
13,14,13,0,0,12,40
14,15,14,0,0,15,40
15,16,15,0,0,18,40
16,17,16,0,0,21,40
17,18,17,0,1,0,40
18,19,18,0,1,3,40
19,20,19,0,1,6,40
19,20,19,10,1,10,40
20,21,20,10,1,13,40
20,21,20,20,1,17,40
20,21,20,30,1,21,40
10,11,8,0,0,4,50
11,12,9,0,0,7,50
12,13,10,0,0,10,50
13,14,11,0,0,13,50
14,15,12,0,0,16,50
15,16,13,0,0,19,50
16,17,14,0,0,22,50
17,18,15,0,1,1,50
17,18,15,10,1,5,50
18,19,16,10,1,8,50
18,19,16,20,1,12,50
19,20,17,20,1,15,50
19,20,17,30,1,19,50
20,21,18,30,1,22,50
11,13,6,0,0,1,40
10,12,9,0,0,2,40
11,13,10,0,0,5,40
12,14,11,0,0,8,40
13,15,12,0,0,11,40
14,16,13,0,0,14,40
15,17,14,0,0,17,40
16,18,15,0,0,20,40
17,19,16,0,0,23,40
18,20,17,0,1,2,40
19,21,18,0,1,5,40
20,22,19,0,1,8,40
20,22,19,10,1,12,40
20,22,19,20,1,16,40
21,23,20,20,1,19,40
21,23,20,30,1,23,40
10,9,6,0,0,3,50
11,10,7,0,0,6,50
12,11,8,0,0,9,50
13,12,9,0,0,12,50
11,14,11,0,0,14,50
12,15,12,0,0,17,50
13,16,13,0,0,20,50
14,17,14,0,0,23,50
15,18,15,0,1,2,50
15,18,15,10,1,6,50
16,19,16,10,1,9,50
16,19,16,20,1,13,50
16,19,16,30,1,17,50
17,20,17,30,1,20,50
7,8,5,0,0,1,50
8,9,6,0,0,4,50
9,10,7,0,0,7,50
10,11,8,0,0,10,50
11,12,9,0,0,13,50
12,13,10,0,0,16,50
13,14,11,0,0,19,50
14,15,12,0,0,22,50
15,16,13,0,1,1,50
14,15,12,20,1,6,50
14,15,12,30,1,10,50
15,16,13,30,1,13,50
15,16,13,40,1,17,50
16,17,14,40,1,20,50
16,17,14,50,2,0,50
7,8,6,0,0,2,60
8,9,7,0,0,5,60
9,10,8,0,0,8,60
10,11,9,0,0,11,60
11,12,10,0,0,14,60
12,13,11,0,0,17,60
13,14,12,0,0,20,60
14,15,13,0,0,23,60
14,15,13,10,1,3,60
14,15,13,20,1,7,60
15,16,14,20,1,10,60
15,16,14,30,1,14,60
15,16,14,40,1,18,60
16,17,15,40,1,21,60
8,7,7,0,0,1,50
9,8,8,0,0,4,50
10,9,9,0,0,7,50
10,13,9,0,0,11,50
11,14,10,0,0,14,50
12,15,11,0,0,17,50
13,16,12,0,0,20,50
14,17,13,0,0,23,50
15,14,14,10,1,2,50
16,15,15,10,1,5,50
16,15,15,20,1,9,50
15,18,14,30,1,14,50
16,19,15,30,1,17,50
16,19,15,40,1,21,50
14,12,11,0,0,3,30
15,13,12,0,0,6,30
16,14,13,0,0,9,30
17,15,14,0,0,12,30
18,16,15,0,0,15,30
19,17,16,0,0,18,30
20,18,17,0,0,21,30
21,19,18,0,1,0,30
19,21,20,0,1,2,30
20,22,21,0,1,5,30
21,23,22,0,1,8,30
22,24,23,0,1,11,30
22,24,23,10,1,15,30
22,24,23,20,1,19,30
23,25,24,20,1,22,30
9,9,6,0,0,2,50
10,10,7,0,0,5,50
11,11,8,0,0,8,50
12,12,9,0,0,11,50
13,13,10,0,0,14,50
14,14,11,0,0,17,50
15,15,12,0,0,20,50
16,16,13,0,0,23,50
14,18,15,0,1,1,50
14,18,15,10,1,5,50
14,18,15,20,1,9,50
15,19,16,20,1,12,50
15,19,16,30,1,16,50
15,19,16,40,1,20,50
16,20,17,40,1,23,50
13,12,7,0,0,1,30
12,11,10,0,0,2,30
13,12,11,0,0,5,30
14,13,12,0,0,8,30
15,14,13,0,0,11,30
16,15,14,0,0,14,30
17,16,15,0,0,17,30
18,17,16,0,0,20,30
19,18,17,0,0,23,30
20,19,18,0,1,2,30
21,20,19,0,1,5,30
22,21,20,0,1,8,30
23,22,21,0,1,11,30
23,22,21,10,1,15,30
23,22,21,20,1,19,30
23,22,21,30,1,23,30
6,12,4,0,0,1,60
8,10,6,0,0,3,60
10,8,8,0,0,5,60
11,9,9,0,0,8,60
11,13,9,0,0,12,60
12,14,10,0,0,15,60
13,15,11,0,0,18,60
14,16,12,0,0,21,60
15,17,13,0,1,0,60
16,14,14,10,1,3,60
16,14,14,20,1,7,60
16,14,14,30,1,11,60
16,18,14,30,1,15,60
16,18,14,40,1,19,60
16,18,14,50,1,23,60
9,10,8,0,0,2,40
10,11,9,0,0,5,40
11,12,10,0,0,8,40
12,13,11,0,0,11,40
13,14,12,0,0,14,40
14,15,13,0,0,17,40
15,16,14,0,0,20,40
16,17,15,0,0,23,40
17,18,16,0,1,2,40
18,19,17,0,1,5,40
18,19,17,10,1,9,40
19,20,18,10,1,12,40
19,20,18,20,1,16,40
19,20,18,30,1,20,40
20,21,19,30,1,23,40
7,6,4,0,0,2,70
8,7,5,0,0,5,70
9,8,6,0,0,8,70
10,9,7,0,0,11,70
11,10,8,0,0,14,70
12,11,9,0,0,17,70
13,12,10,0,0,20,70
14,13,11,0,0,23,70
10,13,11,20,1,3,70
10,13,11,30,1,7,70
10,13,11,40,1,11,70
11,14,12,40,1,14,70
11,14,12,50,1,18,70
11,14,12,60,1,22,70
7,9,6,0,0,3,60
8,10,7,0,0,6,60
9,11,8,0,0,9,60
10,12,9,0,0,12,60
11,13,10,0,0,15,60
12,14,11,0,0,18,60
13,15,12,0,0,21,60
14,16,13,0,1,0,60
14,16,13,10,1,4,60
14,16,13,20,1,8,60
14,16,13,30,1,12,60
15,17,14,30,1,15,60
15,17,14,40,1,19,60
15,17,14,50,1,23,60
8,10,7,0,0,2,50
9,11,8,0,0,5,50
10,12,9,0,0,8,50
11,13,10,0,0,11,50
12,14,11,0,0,14,50
13,15,12,0,0,17,50
14,16,13,0,0,20,50
15,17,14,0,0,23,50
16,18,15,0,1,2,50
16,18,15,10,1,6,50
17,19,16,10,1,9,50
17,19,16,20,1,13,50
17,19,16,30,1,17,50
17,19,16,40,1,21,50
12,10,9,0,0,2,30
13,11,10,0,0,5,30
14,12,11,0,0,8,30
15,13,12,0,0,11,30
16,14,13,0,0,14,30
17,15,14,0,0,17,30
18,16,15,0,0,20,30
19,17,16,0,0,23,30
17,19,18,0,1,1,30
18,20,19,0,1,4,30
18,20,19,10,1,8,30
19,21,20,10,1,11,30
19,21,20,20,1,15,30
19,21,20,30,1,19,30
20,22,21,30,1,22,30
9,11,8,0,0,3,50
10,12,9,0,0,6,50
11,13,10,0,0,9,50
12,14,11,0,0,12,50
13,15,12,0,0,15,50
14,16,13,0,0,18,50
15,17,14,0,0,21,50
16,18,15,0,1,0,50
17,19,16,0,1,3,50
18,20,17,0,1,6,50
18,20,17,10,1,10,50
18,20,17,20,1,14,50
18,20,17,30,1,18,50
19,21,18,30,1,21,50
12,11,10,0,0,3,40
13,12,11,0,0,6,40
14,13,12,0,0,9,40
15,14,13,0,0,12,40
16,15,14,0,0,15,40
17,16,15,0,0,18,40
18,17,16,0,0,21,40
19,18,17,0,1,0,40
20,19,18,0,1,3,40
21,20,19,0,1,6,40
22,21,20,0,1,9,40
22,21,20,10,1,13,40
22,21,20,20,1,17,40
23,22,21,20,1,20,40
7,5,5,0,0,1,70
8,6,6,0,0,4,70
9,7,7,0,0,7,70
9,11,7,0,0,11,70
10,12,8,0,0,14,70
11,13,9,0,0,17,70
12,14,10,0,0,20,70
13,15,11,0,0,23,70
13,11,11,20,1,3,70
13,11,11,30,1,7,70
14,12,12,30,1,10,70
13,15,11,40,1,15,70
13,15,11,50,1,19,70
13,15,11,60,1,23,70
9,8,4,0,0,1,60
8,7,7,0,0,2,60
9,8,8,0,0,5,60
10,9,9,0,0,8,60
10,13,9,0,0,12,60
11,14,10,0,0,15,60
12,15,11,0,0,18,60
13,16,12,0,0,21,60
14,17,13,0,1,0,60
15,14,14,10,1,3,60
15,14,14,20,1,7,60
15,18,14,20,1,11,60
15,18,14,30,1,15,60
15,18,14,40,1,19,60
16,19,15,40,1,22,60
13,10,10,0,0,1,40
14,11,11,0,0,4,40
15,12,12,0,0,7,40
16,13,13,0,0,10,40
16,17,13,0,0,14,40
17,18,14,0,0,17,40
18,19,15,0,0,20,40
19,20,16,0,0,23,40
18,19,19,0,1,0,40
19,20,20,0,1,3,40
20,21,21,0,1,6,40
19,24,20,10,1,11,40
20,25,21,10,1,14,40
20,25,21,20,1,18,40
21,26,22,20,1,21,40
12,11,9,0,0,5,40
13,12,10,0,0,8,40
14,13,11,0,0,11,40
15,14,12,0,0,14,40
16,15,13,0,0,17,40
17,16,14,0,0,20,40
18,17,15,0,0,23,40
16,19,17,0,1,1,40
17,20,18,0,1,4,40
17,20,18,10,1,8,40
18,21,19,10,1,11,40
18,21,19,20,1,15,40
18,21,19,30,1,19,40
19,22,20,30,1,22,40
11,9,7,0,0,1,40
12,10,8,0,0,4,40
10,12,10,0,0,6,40
11,13,11,0,0,9,40
12,14,12,0,0,12,40
13,15,13,0,0,15,40
14,16,14,0,0,18,40
15,17,15,0,0,21,40
16,18,16,0,1,0,40
17,19,17,0,1,3,40
18,20,18,0,1,6,40
18,20,18,10,1,10,40
18,20,18,20,1,14,40
19,21,19,20,1,17,40
19,21,19,30,1,21,40
11,12,9,0,0,5,40
12,13,10,0,0,8,40
13,14,11,0,0,11,40
14,15,12,0,0,14,40
15,16,13,0,0,17,40
16,17,14,0,0,20,40
17,18,15,0,0,23,40
18,19,16,0,1,2,40
19,20,17,0,1,5,40
19,20,17,10,1,9,40
20,21,18,10,1,12,40
20,21,18,20,1,16,40
20,21,18,30,1,20,40
21,22,19,30,1,23,40
9,10,9,0,0,4,50
10,11,10,0,0,7,50
11,12,11,0,0,10,50
12,13,12,0,0,13,50
13,14,13,0,0,16,50
14,15,14,0,0,19,50
15,16,15,0,0,22,50
16,17,16,0,1,1,50
16,17,16,10,1,5,50
17,18,17,10,1,8,50
17,18,17,20,1,12,50
17,18,17,30,1,16,50
18,19,18,30,1,19,50
18,19,18,40,1,23,50
12,13,11,0,0,3,30
13,14,12,0,0,6,30
14,15,13,0,0,9,30
15,16,14,0,0,12,30
16,17,15,0,0,15,30
17,18,16,0,0,18,30
18,19,17,0,0,21,30
19,20,18,0,1,0,30
20,21,19,0,1,3,30
21,22,20,0,1,6,30
22,23,21,0,1,9,30
23,24,22,0,1,12,30
24,25,23,0,1,15,30
24,25,23,10,1,19,30
25,26,24,10,1,22,30
10,9,9,0,0,4,40
11,10,10,0,0,7,40
11,14,10,0,0,11,40
12,15,11,0,0,14,40
13,16,12,0,0,17,40
14,17,13,0,0,20,40
15,18,14,0,0,23,40
17,16,16,0,1,1,40
17,16,16,10,1,5,40
18,17,17,10,1,8,40
17,20,16,20,1,13,40
18,21,17,20,1,16,40
18,21,17,30,1,20,40
18,21,17,40,2,0,40
9,9,9,0,0,1,40
10,10,10,0,0,4,40
11,11,11,0,0,7,40
14,14,10,0,0,12,40
15,15,11,0,0,15,40
13,17,13,0,0,17,40
14,18,14,0,0,20,40
15,19,15,0,0,23,40
17,17,17,0,1,1,40
17,17,17,10,1,5,40
17,21,17,10,1,9,40
17,21,17,20,1,13,40
18,22,18,20,1,16,40
18,22,18,30,1,20,40
18,22,18,40,2,0,40
8,9,8,0,0,4,60
9,10,9,0,0,7,60
10,11,10,0,0,10,60
11,12,11,0,0,13,60
12,13,12,0,0,16,60
13,14,13,0,0,19,60
14,15,14,0,0,22,60
14,15,14,10,1,2,60
15,16,15,10,1,5,60
15,16,15,20,1,9,60
15,16,15,30,1,13,60
16,17,16,30,1,16,60
16,17,16,40,1,20,60
9,11,8,0,0,4,50
10,12,9,0,0,7,50
11,13,10,0,0,10,50
12,14,11,0,0,13,50
13,15,12,0,0,16,50
14,16,13,0,0,19,50
15,17,14,0,0,22,50
16,18,15,0,1,1,50
17,19,16,0,1,4,50
17,19,16,10,1,8,50
17,19,16,20,1,12,50
18,20,17,20,1,15,50
18,20,17,30,1,19,50
18,20,17,40,1,23,50
11,12,5,0,0,1,40
10,11,8,0,0,2,40
11,12,9,0,0,5,40
12,13,10,0,0,8,40
13,14,11,0,0,11,40
14,15,12,0,0,14,40
15,16,13,0,0,17,40
16,17,14,0,0,20,40
17,18,15,0,0,23,40
18,19,16,0,1,2,40
19,20,17,0,1,5,40
19,20,17,10,1,9,40
20,21,18,10,1,12,40
20,21,18,20,1,16,40
20,21,18,30,1,20,40
21,22,19,30,1,23,40
12,11,8,0,0,2,30
13,12,9,0,0,5,30
11,14,11,0,0,7,30
12,15,12,0,0,10,30
13,16,13,0,0,13,30
14,17,14,0,0,16,30
15,18,15,0,0,19,30
16,19,16,0,0,22,30
17,20,17,0,1,1,30
18,21,18,0,1,4,30
19,22,19,0,1,7,30
20,23,20,0,1,10,30
20,23,20,10,1,14,30
21,24,21,10,1,17,30
21,24,21,20,1,21,30
7,8,3,0,0,2,70
9,6,5,0,0,4,70
10,7,6,0,0,7,70
8,9,8,0,0,9,70
9,10,9,0,0,12,70
10,11,10,0,0,15,70
11,12,11,0,0,18,70
12,13,12,0,0,21,70
11,12,11,20,1,2,70
12,13,12,20,1,5,70
12,13,12,30,1,9,70
12,13,12,40,1,13,70
13,14,13,40,1,16,70
13,14,13,50,1,20,70
9,8,8,0,0,3,50
10,9,9,0,0,6,50
11,10,10,0,0,9,50
11,14,10,0,0,13,50
12,15,11,0,0,16,50
13,16,12,0,0,19,50
14,17,13,0,0,22,50
16,15,15,0,1,0,50
16,15,15,10,1,4,50
16,15,15,20,1,8,50
16,19,15,20,1,12,50
16,19,15,30,1,16,50
17,20,16,30,1,19,50
17,20,16,40,1,23,50
10,11,10,0,0,3,40
11,12,11,0,0,6,40
12,13,12,0,0,9,40
13,14,13,0,0,12,40
14,15,14,0,0,15,40
15,16,15,0,0,18,40
16,17,16,0,0,21,40
17,18,17,0,1,0,40
18,19,18,0,1,3,40
19,20,19,0,1,6,40
19,20,19,10,1,10,40
20,21,20,10,1,13,40
20,21,20,20,1,17,40
20,21,20,30,1,21,40
9,12,7,0,0,1,50
11,10,9,0,0,3,50
12,11,10,0,0,6,50
13,12,11,0,0,9,50
14,13,12,0,0,12,50
15,14,13,0,0,15,50
16,15,14,0,0,18,50
17,16,15,0,0,21,50
18,17,16,0,1,0,50
19,18,17,0,1,3,50
20,19,18,0,1,6,50
20,19,18,10,1,10,50
20,19,18,20,1,14,50
21,20,19,20,1,17,50
21,20,19,30,1,21,50
10,12,10,0,0,1,30
11,13,11,0,0,4,30
12,14,12,0,0,7,30
13,15,13,0,0,10,30
14,16,14,0,0,13,30
15,17,15,0,0,16,30
16,18,16,0,0,19,30
17,19,17,0,0,22,30
18,20,18,0,1,1,30
19,21,19,0,1,4,30
20,22,20,0,1,7,30
21,23,21,0,1,10,30
21,23,21,10,1,14,30
22,24,22,10,1,17,30
22,24,22,20,1,21,30
11,8,7,0,0,1,50
9,10,9,0,0,3,50
10,11,10,0,0,6,50
11,12,11,0,0,9,50
12,13,12,0,0,12,50
13,14,13,0,0,15,50
14,15,14,0,0,18,50
15,16,15,0,0,21,50
16,17,16,0,1,0,50
17,18,17,0,1,3,50
17,18,17,10,1,7,50
17,18,17,20,1,11,50
18,19,18,20,1,14,50
18,19,18,30,1,18,50
18,19,18,40,1,22,50
10,9,7,0,0,4,50
11,10,8,0,0,7,50
12,11,9,0,0,10,50
13,12,10,0,0,13,50
14,13,11,0,0,16,50
15,14,12,0,0,19,50
16,15,13,0,0,22,50
14,17,15,0,1,0,50
14,17,15,10,1,4,50
14,17,15,20,1,8,50
15,18,16,20,1,11,50
15,18,16,30,1,15,50
15,18,16,40,1,19,50
16,19,17,40,1,22,50
12,10,10,0,0,4,40
13,11,11,0,0,7,40
14,12,12,0,0,10,40
14,16,12,0,0,14,40
15,17,13,0,0,17,40
16,18,14,0,0,20,40
17,19,15,0,0,23,40
19,17,17,0,1,1,40
20,18,18,0,1,4,40
20,18,18,10,1,8,40
20,22,18,10,1,12,40
20,22,18,20,1,16,40
20,22,18,30,1,20,40
20,22,18,40,2,0,40
13,12,9,0,0,5,30
11,14,11,0,0,7,30
12,15,12,0,0,10,30
13,16,13,0,0,13,30
14,17,14,0,0,16,30
15,18,15,0,0,19,30
16,19,16,0,0,22,30
17,20,17,0,1,1,30
18,21,18,0,1,4,30
19,22,19,0,1,7,30
20,23,20,0,1,10,30
20,23,20,10,1,14,30
21,24,21,10,1,17,30
21,24,21,20,1,21,30
8,7,4,0,0,3,60
9,8,5,0,0,6,60
10,9,6,0,0,9,60
11,10,7,0,0,12,60
12,11,8,0,0,15,60
13,12,9,0,0,18,60
11,14,11,0,0,20,60
12,15,12,0,0,23,60
11,14,11,20,1,4,60
12,15,12,20,1,7,60
12,15,12,30,1,11,60
13,16,13,30,1,14,60
13,16,13,40,1,18,60
13,16,13,50,1,22,60
11,9,5,0,0,1,60
10,8,8,0,0,2,60
11,9,9,0,0,5,60
12,10,10,0,0,8,60
12,14,10,0,0,12,60
13,15,11,0,0,15,60
14,16,12,0,0,18,60
15,17,13,0,0,21,60
16,18,14,0,1,0,60
18,16,16,0,1,2,60
18,16,16,10,1,6,60
18,16,16,20,1,10,60
17,19,15,30,1,15,60
18,20,16,30,1,18,60
18,20,16,40,1,22,60
12,12,11,0,0,3,30
13,13,12,0,0,6,30
14,14,13,0,0,9,30
15,15,14,0,0,12,30
16,16,15,0,0,15,30
17,17,16,0,0,18,30
18,18,17,0,0,21,30
19,19,18,0,1,0,30
20,20,19,0,1,3,30
21,21,20,0,1,6,30
22,22,21,0,1,9,30
23,23,22,0,1,12,30
23,23,22,10,1,16,30
24,24,23,10,1,19,30
24,24,23,20,1,23,30
8,6,6,0,0,1,70
9,7,7,0,0,4,70
10,8,8,0,0,7,70
10,12,8,0,0,11,70
11,13,9,0,0,14,70
12,14,10,0,0,17,70
13,15,11,0,0,20,70
14,16,12,0,0,23,70
15,13,13,10,1,2,70
15,13,13,20,1,6,70
15,13,13,30,1,10,70
15,17,13,30,1,14,70
15,17,13,40,1,18,70
15,17,13,50,1,22,70
10,9,9,0,0,3,50
11,10,10,0,0,6,50
12,11,11,0,0,9,50
12,15,11,0,0,13,50
13,16,12,0,0,16,50
14,17,13,0,0,19,50
15,18,14,0,0,22,50
17,16,16,0,1,0,50
18,17,17,0,1,3,50
18,17,17,10,1,7,50
18,21,17,10,1,11,50
18,21,17,20,1,15,50
19,22,18,20,1,18,50
19,22,18,30,1,22,50
10,10,9,0,0,3,40
11,11,10,0,0,6,40
12,12,11,0,0,9,40
13,13,12,0,0,12,40
14,14,13,0,0,15,40
15,15,14,0,0,18,40
16,16,15,0,0,21,40
17,17,16,0,1,0,40
18,18,17,0,1,3,40
19,19,18,0,1,6,40
19,19,18,10,1,10,40
20,20,19,10,1,13,40
20,20,19,20,1,17,40
20,20,19,30,1,21,40
10,9,6,0,0,2,50
11,10,7,0,0,5,50
12,11,8,0,0,8,50
13,12,9,0,0,11,50
11,14,11,0,0,13,50
12,15,12,0,0,16,50
13,16,13,0,0,19,50
14,17,14,0,0,22,50
15,18,15,0,1,1,50
16,19,16,0,1,4,50
16,19,16,10,1,8,50
17,20,17,10,1,11,50
17,20,17,20,1,15,50
17,20,17,30,1,19,50
18,21,18,30,1,22,50
5,7,4,0,0,1,70
6,8,5,0,0,4,70
7,9,6,0,0,7,70
8,10,7,0,0,10,70
9,11,8,0,0,13,70
10,12,9,0,0,16,70
11,13,10,0,0,19,70
12,14,11,0,0,22,70
12,14,11,10,1,2,70
12,14,11,20,1,6,70
12,14,11,30,1,10,70
12,14,11,40,1,14,70
13,15,12,40,1,17,70
13,15,12,50,1,21,70
12,11,10,0,0,1,40
13,12,11,0,0,4,40
14,13,12,0,0,7,40
15,14,13,0,0,10,40
16,15,14,0,0,13,40
17,16,15,0,0,16,40
18,17,16,0,0,19,40
19,18,17,0,0,22,40
20,19,18,0,1,1,40
21,20,19,0,1,4,40
22,21,20,0,1,7,40
23,22,21,0,1,10,40
23,22,21,10,1,14,40
24,23,22,10,1,17,40
24,23,22,20,1,21,40
8,9,6,0,0,4,50
9,10,7,0,0,7,50
10,11,8,0,0,10,50
11,12,9,0,0,13,50
12,13,10,0,0,16,50
13,14,11,0,0,19,50
14,15,12,0,0,22,50
15,16,13,0,1,1,50
14,15,12,20,1,6,50
14,15,12,30,1,10,50
15,16,13,30,1,13,50
15,16,13,40,1,17,50
16,17,14,40,1,20,50
16,17,14,50,2,0,50
13,12,9,0,0,5,30
11,14,11,0,0,7,30
12,15,12,0,0,10,30
13,16,13,0,0,13,30
14,17,14,0,0,16,30
15,18,15,0,0,19,30
16,19,16,0,0,22,30
17,20,17,0,1,1,30
18,21,18,0,1,4,30
19,22,19,0,1,7,30
20,23,20,0,1,10,30
20,23,20,10,1,14,30
21,24,21,10,1,17,30
21,24,21,20,1,21,30
6,12,4,0,0,1,60
8,10,6,0,0,3,60
10,8,8,0,0,5,60
11,9,9,0,0,8,60
11,13,9,0,0,12,60
12,14,10,0,0,15,60
13,15,11,0,0,18,60
14,16,12,0,0,21,60
15,17,13,0,1,0,60
16,14,14,10,1,3,60
16,14,14,20,1,7,60
16,14,14,30,1,11,60
16,18,14,30,1,15,60
16,18,14,40,1,19,60
16,18,14,50,1,23,60
8,7,7,0,0,2,60
9,8,8,0,0,5,60
10,9,9,0,0,8,60
10,13,9,0,0,12,60
11,14,10,0,0,15,60
12,15,11,0,0,18,60
13,16,12,0,0,21,60
14,17,13,0,1,0,60
15,14,14,10,1,3,60
15,14,14,20,1,7,60
15,18,14,20,1,11,60
15,18,14,30,1,15,60
15,18,14,40,1,19,60
16,19,15,40,1,22,60
10,12,5,0,0,1,40
9,11,8,0,0,2,40
10,12,9,0,0,5,40
11,13,10,0,0,8,40
12,14,11,0,0,11,40
13,15,12,0,0,14,40
14,16,13,0,0,17,40
15,17,14,0,0,20,40
16,18,15,0,0,23,40
17,19,16,0,1,2,40
18,20,17,0,1,5,40
18,20,17,10,1,9,40
19,21,18,10,1,12,40
19,21,18,20,1,16,40
